Text Date,Value Date,Zip Code,Water Use,Power Use
Apr_2012,Apr-12,"90042
(34.11332407100048, -118.19142869099971)",15.42,317
May_2012,May-12,"90042
(34.11332407100048, -118.19142869099971)",16.95,333
Jun_2012,Jun-12,"90042
(34.11332407100048, -118.19142869099971)",18.46,351
Jul_2012,Jul-12,"90042
(34.11332407100048, -118.19142869099971)",11.13,394
Aug_2012,Aug-12,"90042
(34.11332407100048, -118.19142869099971)",11.39,490
Sep_2012,Sep-12,"90042
(34.11332407100048, -118.19142869099971)",10.61,446
Oct_2012,Oct-12,"90042
(34.11332407100048, -118.19142869099971)",9.5,367
Nov_2012,Nov-12,"90042
(34.11332407100048, -118.19142869099971)",8.66,362
Dec_2013,Dec-12,"90042
(34.11332407100048, -118.19142869099971)",7.79,416
Jan_2013,Jan-13,"90042
(34.11332407100048, -118.19142869099971)",7.7,409
Feb_2013,Feb-13,"90042
(34.11332407100048, -118.19142869099971)",7.37,323
Mar_2013,Mar-13,"90042
(34.11332407100048, -118.19142869099971)",8.47,341
Apr_2013,Apr-13,"90042
(34.11332407100048, -118.19142869099971)",9.13,301
May_2013,May-13,"90042
(34.11332407100048, -118.19142869099971)",9.85,327
Jun_2013,Jun-13,"90042
(34.11332407100048, -118.19142869099971)",10.55,367
Jul_2005,Jul-05,"90043
(33.98673233600044, -118.33290641599967)",18.97,351
Aug_2005,Aug-05,"90043
(33.98673233600044, -118.33290641599967)",18.36,359
Sep_2005,Sep-05,"90043
(33.98673233600044, -118.33290641599967)",17.65,348
Oct_2005,Oct-05,"90043
(33.98673233600044, -118.33290641599967)",15.08,363
Nov_2005,Nov-05,"90043
(33.98673233600044, -118.33290641599967)",14.38,353
Dec_2005,Dec-05,"90043
(33.98673233600044, -118.33290641599967)",14.34,412
Jan_2006,Jan-06,"90043
(33.98673233600044, -118.33290641599967)",14.29,419
Feb_2006,Feb-06,"90043
(33.98673233600044, -118.33290641599967)",12.54,367
Mar_2006,Mar-06,"90043
(33.98673233600044, -118.33290641599967)",13.84,404
Apr_2006,Apr-06,"90043
(33.98673233600044, -118.33290641599967)",14,351
May_2006,May-06,"90043
(33.98673233600044, -118.33290641599967)",14.85,354
Jun_2006,Jun-06,"90043
(33.98673233600044, -118.33290641599967)",17.65,373
Jul_2006,Jul-06,"90043
(33.98673233600044, -118.33290641599967)",18.96,392
Aug_2006,Aug-06,"90043
(33.98673233600044, -118.33290641599967)",17.9,361
Sep_2006,Sep-06,"90043
(33.98673233600044, -118.33290641599967)",16.97,345
Oct_2006,Oct-06,"90043
(33.98673233600044, -118.33290641599967)",16.1,369
Nov_2006,Nov-06,"90043
(33.98673233600044, -118.33290641599967)",15.45,359
Dec_2006,Dec-06,"90043
(33.98673233600044, -118.33290641599967)",14.7,444
Jan_2007,Jan-07,"90043
(33.98673233600044, -118.33290641599967)",14.67,458
Feb_2007,Feb-07,"90043
(33.98673233600044, -118.33290641599967)",13.31,360
Mar_2007,Mar-07,"90043
(33.98673233600044, -118.33290641599967)",14.84,388
Apr_2007,Apr-07,"90043
(33.98673233600044, -118.33290641599967)",15.55,345
May_2007,May-07,"90043
(33.98673233600044, -118.33290641599967)",16.41,351
Jun_2007,Jun-07,"90043
(33.98673233600044, -118.33290641599967)",17.67,359
Jul_2007,Jul-07,"90043
(33.98673233600044, -118.33290641599967)",18.11,375
Aug_2007,Aug-07,"90043
(33.98673233600044, -118.33290641599967)",17.76,373
Sep_2007,Sep-07,"90043
(33.98673233600044, -118.33290641599967)",17.25,361
Oct_2007,Oct-07,"90043
(33.98673233600044, -118.33290641599967)",15.55,372
Nov_2007,Nov-07,"90043
(33.98673233600044, -118.33290641599967)",14.89,361
Dec_2007,Dec-07,"90043
(33.98673233600044, -118.33290641599967)",13.44,446
Jan_2008,Jan-08,"90043
(33.98673233600044, -118.33290641599967)",13.26,459
Feb_2008,Feb-08,"90043
(33.98673233600044, -118.33290641599967)",12.41,381
Mar_2008,Mar-08,"90043
(33.98673233600044, -118.33290641599967)",13.55,396
Apr_2008,Apr-08,"90043
(33.98673233600044, -118.33290641599967)",14.42,348
May_2008,May-08,"90043
(33.98673233600044, -118.33290641599967)",15.24,353
Jun_2008,Jun-08,"90043
(33.98673233600044, -118.33290641599967)",15.7,361
Jul_2008,Jul-08,"90043
(33.98673233600044, -118.33290641599967)",16.91,379
Aug_2008,Aug-08,"90043
(33.98673233600044, -118.33290641599967)",16.25,373
Sep_2008,Sep-08,"90043
(33.98673233600044, -118.33290641599967)",15.88,360
Oct_2008,Oct-08,"90043
(33.98673233600044, -118.33290641599967)",15.04,367
Nov_2008,Nov-08,"90043
(33.98673233600044, -118.33290641599967)",14.5,355
Dec_2008,Dec-08,"90043
(33.98673233600044, -118.33290641599967)",13.29,421
Jan_2009,Jan-09,"90043
(33.98673233600044, -118.33290641599967)",13.17,431
Feb_2009,Feb-09,"90043
(33.98673233600044, -118.33290641599967)",11.54,365
Mar_2009,Mar-09,"90043
(33.98673233600044, -118.33290641599967)",12.92,396
Apr_2009,Apr-09,"90043
(33.98673233600044, -118.33290641599967)",13.48,337
May_2009,May-09,"90043
(33.98673233600044, -118.33290641599967)",14.19,339
Jun_2009,Jun-09,"90043
(33.98673233600044, -118.33290641599967)",14.22,336
Jul_2009,Jul-09,"90043
(33.98673233600044, -118.33290641599967)",14.98,359
Aug_2009,Aug-09,"90043
(33.98673233600044, -118.33290641599967)",15.62,377
Sep_2009,Sep-09,"90043
(33.98673233600044, -118.33290641599967)",15.11,367
Oct_2009,Oct-09,"90043
(33.98673233600044, -118.33290641599967)",13.63,369
Nov_2009,Nov-09,"90043
(33.98673233600044, -118.33290641599967)",13.15,358
Dec_2009,Dec-09,"90043
(33.98673233600044, -118.33290641599967)",12.2,420
Jan_2010,Jan-10,"90043
(33.98673233600044, -118.33290641599967)",12.13,429
Feb_2010,Feb-10,"90043
(33.98673233600044, -118.33290641599967)",10.82,348
Mar_2010,Mar-10,"90043
(33.98673233600044, -118.33290641599967)",12.02,373
Apr_2010,Apr-10,"90043
(33.98673233600044, -118.33290641599967)",12.4,334
May_2010,May-10,"90043
(33.98673233600044, -118.33290641599967)",13.14,339
Jun_2010,Jun-10,"90043
(33.98673233600044, -118.33290641599967)",14.16,327
Jul_2010,Jul-10,"90043
(33.98673233600044, -118.33290641599967)",15.08,343
Aug_2010,Aug-10,"90043
(33.98673233600044, -118.33290641599967)",14.98,346
Sep_2010,Sep-10,"90043
(33.98673233600044, -118.33290641599967)",14.45,337
Oct_2010,Oct-10,"90043
(33.98673233600044, -118.33290641599967)",12.82,370
Nov_2010,Nov-10,"90043
(33.98673233600044, -118.33290641599967)",12.29,361
Dec_2010,Dec-10,"90043
(33.98673233600044, -118.33290641599967)",11.87,418
Jan_2011,Jan-11,"90043
(33.98673233600044, -118.33290641599967)",12.08,425
Feb_2011,Feb-11,"90043
(33.98673233600044, -118.33290641599967)",10.71,359
Mar_2011,Mar-11,"90043
(33.98673233600044, -118.33290641599967)",13.05,392
Apr_2011,Apr-11,"90043
(33.98673233600044, -118.33290641599967)",12.44,335
May_2011,May-11,"90043
(33.98673233600044, -118.33290641599967)",13.19,338
Jun_2011,Jun-11,"90043
(33.98673233600044, -118.33290641599967)",13.77,324
Jul_2011,Jul-11,"90043
(33.98673233600044, -118.33290641599967)",14.86,338
Aug_2011,Aug-11,"90043
(33.98673233600044, -118.33290641599967)",14.61,339
Sep_2011,Sep-11,"90043
(33.98673233600044, -118.33290641599967)",14.21,328
Oct_2011,Oct-11,"90043
(33.98673233600044, -118.33290641599967)",12.85,364
Nov_2011,Nov-11,"90043
(33.98673233600044, -118.33290641599967)",12.25,354
Dec_2011,Dec-11,"90043
(33.98673233600044, -118.33290641599967)",12.47,413
Jan_2012,Jan-12,"90043
(33.98673233600044, -118.33290641599967)",12.58,420
Feb_2012,Feb-12,"90043
(33.98673233600044, -118.33290641599967)",11.44,360
Mar_2012,Mar-12,"90043
(33.98673233600044, -118.33290641599967)",12.15,377
Apr_2012,Apr-12,"90043
(33.98673233600044, -118.33290641599967)",12.49,328
May_2012,May-12,"90043
(33.98673233600044, -118.33290641599967)",13.13,333
Jun_2012,Jun-12,"90043
(33.98673233600044, -118.33290641599967)",14.14,316
Jul_2012,Jul-12,"90043
(33.98673233600044, -118.33290641599967)",10.78,328
Aug_2012,Aug-12,"90043
(33.98673233600044, -118.33290641599967)",11.03,378
Sep_2012,Sep-12,"90043
(33.98673233600044, -118.33290641599967)",10.62,368
Oct_2012,Oct-12,"90043
(33.98673233600044, -118.33290641599967)",9.28,357
Nov_2012,Nov-12,"90043
(33.98673233600044, -118.33290641599967)",8.91,345
Dec_2013,Dec-12,"90043
(33.98673233600044, -118.33290641599967)",7.73,419
Jan_2013,Jan-13,"90043
(33.98673233600044, -118.33290641599967)",7.53,428
Feb_2013,Feb-13,"90043
(33.98673233600044, -118.33290641599967)",7.6,346
Mar_2013,Mar-13,"90043
(33.98673233600044, -118.33290641599967)",8.59,373
Apr_2013,Apr-13,"90043
(33.98673233600044, -118.33290641599967)",9.47,316
May_2013,May-13,"90043
(33.98673233600044, -118.33290641599967)",9.96,318
Jun_2013,Jun-13,"90043
(33.98673233600044, -118.33290641599967)",10.74,319
Jul_2005,Jul-05,"90044
(33.95386236800044, -118.2919460489997)",21.56,319
Aug_2005,Aug-05,"90044
(33.95386236800044, -118.2919460489997)",21.65,328
Sep_2005,Sep-05,"90044
(33.95386236800044, -118.2919460489997)",20.54,317
Oct_2005,Oct-05,"90044
(33.95386236800044, -118.2919460489997)",18.65,322
Nov_2005,Nov-05,"90044
(33.95386236800044, -118.2919460489997)",17.63,319
Dec_2005,Dec-05,"90044
(33.95386236800044, -118.2919460489997)",17.8,363
Jan_2006,Jan-06,"90044
(33.95386236800044, -118.2919460489997)",17.88,366
Feb_2006,Feb-06,"90044
(33.95386236800044, -118.2919460489997)",16.25,323
Mar_2006,Mar-06,"90044
(33.95386236800044, -118.2919460489997)",17.9,352
Apr_2006,Apr-06,"90044
(33.95386236800044, -118.2919460489997)",17.56,314
May_2006,May-06,"90044
(33.95386236800044, -118.2919460489997)",18.96,323
Jun_2006,Jun-06,"90044
(33.95386236800044, -118.2919460489997)",20.83,332
Jul_2006,Jul-06,"90044
(33.95386236800044, -118.2919460489997)",21.83,347
Aug_2006,Aug-06,"90044
(33.95386236800044, -118.2919460489997)",21.57,340
Sep_2006,Sep-06,"90044
(33.95386236800044, -118.2919460489997)",20.33,323
Oct_2006,Oct-06,"90044
(33.95386236800044, -118.2919460489997)",19.5,324
Nov_2006,Nov-06,"90044
(33.95386236800044, -118.2919460489997)",18.4,324
Dec_2006,Dec-06,"90044
(33.95386236800044, -118.2919460489997)",17.83,389
Jan_2007,Jan-07,"90044
(33.95386236800044, -118.2919460489997)",17.91,391
Feb_2007,Feb-07,"90044
(33.95386236800044, -118.2919460489997)",16.26,316
Mar_2007,Mar-07,"90044
(33.95386236800044, -118.2919460489997)",18.31,339
Apr_2007,Apr-07,"90044
(33.95386236800044, -118.2919460489997)",18.66,305
May_2007,May-07,"90044
(33.95386236800044, -118.2919460489997)",19.63,314
Jun_2007,Jun-07,"90044
(33.95386236800044, -118.2919460489997)",20.24,316
Jul_2007,Jul-07,"90044
(33.95386236800044, -118.2919460489997)",21.21,333
Aug_2007,Aug-07,"90044
(33.95386236800044, -118.2919460489997)",21.45,357
Sep_2007,Sep-07,"90044
(33.95386236800044, -118.2919460489997)",20.15,338
Oct_2007,Oct-07,"90044
(33.95386236800044, -118.2919460489997)",18.61,324
Nov_2007,Nov-07,"90044
(33.95386236800044, -118.2919460489997)",17.38,320
Dec_2007,Dec-07,"90044
(33.95386236800044, -118.2919460489997)",16.42,386
Jan_2008,Jan-08,"90044
(33.95386236800044, -118.2919460489997)",16.26,390
Feb_2008,Feb-08,"90044
(33.95386236800044, -118.2919460489997)",15.41,334
Mar_2008,Mar-08,"90044
(33.95386236800044, -118.2919460489997)",17.04,346
Apr_2008,Apr-08,"90044
(33.95386236800044, -118.2919460489997)",17.73,310
May_2008,May-08,"90044
(33.95386236800044, -118.2919460489997)",18.61,319
Jun_2008,Jun-08,"90044
(33.95386236800044, -118.2919460489997)",18.63,324
Jul_2008,Jul-08,"90044
(33.95386236800044, -118.2919460489997)",19.79,340
Aug_2008,Aug-08,"90044
(33.95386236800044, -118.2919460489997)",19.6,343
Sep_2008,Sep-08,"90044
(33.95386236800044, -118.2919460489997)",18.74,328
Oct_2008,Oct-08,"90044
(33.95386236800044, -118.2919460489997)",18.57,327
Nov_2008,Nov-08,"90044
(33.95386236800044, -118.2919460489997)",17.44,323
Dec_2008,Dec-08,"90044
(33.95386236800044, -118.2919460489997)",16.52,373
Jan_2009,Jan-09,"90044
(33.95386236800044, -118.2919460489997)",16.31,375
Feb_2009,Feb-09,"90044
(33.95386236800044, -118.2919460489997)",14.6,318
Mar_2009,Mar-09,"90044
(33.95386236800044, -118.2919460489997)",16.53,345
Apr_2009,Apr-09,"90044
(33.95386236800044, -118.2919460489997)",16.78,303
May_2009,May-09,"90044
(33.95386236800044, -118.2919460489997)",17.54,308
Jun_2009,Jun-09,"90044
(33.95386236800044, -118.2919460489997)",17.41,304
Jul_2009,Jul-09,"90044
(33.95386236800044, -118.2919460489997)",18.71,325
Aug_2009,Aug-09,"90044
(33.95386236800044, -118.2919460489997)",19.33,347
Sep_2009,Sep-09,"90044
(33.95386236800044, -118.2919460489997)",18.53,333
Oct_2009,Oct-09,"90044
(33.95386236800044, -118.2919460489997)",17.56,324
Nov_2009,Nov-09,"90044
(33.95386236800044, -118.2919460489997)",16.46,320
Dec_2009,Dec-09,"90044
(33.95386236800044, -118.2919460489997)",15.91,369
Jan_2010,Jan-10,"90044
(33.95386236800044, -118.2919460489997)",15.68,369
Feb_2010,Feb-10,"90044
(33.95386236800044, -118.2919460489997)",13.78,306
Mar_2010,Mar-10,"90044
(33.95386236800044, -118.2919460489997)",15.46,328
Apr_2010,Apr-10,"90044
(33.95386236800044, -118.2919460489997)",15.75,291
May_2010,May-10,"90044
(33.95386236800044, -118.2919460489997)",16.58,300
Jun_2010,Jun-10,"90044
(33.95386236800044, -118.2919460489997)",17.42,294
Jul_2010,Jul-10,"90044
(33.95386236800044, -118.2919460489997)",18.24,309
Aug_2010,Aug-10,"90044
(33.95386236800044, -118.2919460489997)",18.45,312
Sep_2010,Sep-10,"90044
(33.95386236800044, -118.2919460489997)",17.56,306
Oct_2010,Oct-10,"90044
(33.95386236800044, -118.2919460489997)",16.58,327
Nov_2010,Nov-10,"90044
(33.95386236800044, -118.2919460489997)",15.67,323
Dec_2010,Dec-10,"90044
(33.95386236800044, -118.2919460489997)",15.15,367
Jan_2011,Jan-11,"90044
(33.95386236800044, -118.2919460489997)",15.08,369
Feb_2011,Feb-11,"90044
(33.95386236800044, -118.2919460489997)",13.78,315
Mar_2011,Mar-11,"90044
(33.95386236800044, -118.2919460489997)",15.3,340
Apr_2011,Apr-11,"90044
(33.95386236800044, -118.2919460489997)",15.42,294
May_2011,May-11,"90044
(33.95386236800044, -118.2919460489997)",16.52,302
Jun_2011,Jun-11,"90044
(33.95386236800044, -118.2919460489997)",17.53,305
Jul_2011,Jul-11,"90044
(33.95386236800044, -118.2919460489997)",18.22,315
Aug_2011,Aug-11,"90044
(33.95386236800044, -118.2919460489997)",18.17,316
Sep_2011,Sep-11,"90044
(33.95386236800044, -118.2919460489997)",17.28,306
Oct_2011,Oct-11,"90044
(33.95386236800044, -118.2919460489997)",16.36,319
Nov_2011,Nov-11,"90044
(33.95386236800044, -118.2919460489997)",15.52,317
Dec_2011,Dec-11,"90044
(33.95386236800044, -118.2919460489997)",15.64,371
Jan_2012,Jan-12,"90044
(33.95386236800044, -118.2919460489997)",15.62,371
Feb_2012,Feb-12,"90044
(33.95386236800044, -118.2919460489997)",14.54,318
Mar_2012,Mar-12,"90044
(33.95386236800044, -118.2919460489997)",15.68,331
Apr_2012,Apr-12,"90044
(33.95386236800044, -118.2919460489997)",15.59,296
May_2012,May-12,"90044
(33.95386236800044, -118.2919460489997)",16.69,302
Jun_2012,Jun-12,"90044
(33.95386236800044, -118.2919460489997)",17.47,294
Jul_2012,Jul-12,"90044
(33.95386236800044, -118.2919460489997)",11.4,313
Aug_2012,Aug-12,"90044
(33.95386236800044, -118.2919460489997)",11.92,353
Sep_2012,Sep-12,"90044
(33.95386236800044, -118.2919460489997)",11.1,338
Oct_2012,Oct-12,"90044
(33.95386236800044, -118.2919460489997)",9.91,323
Nov_2012,Nov-12,"90044
(33.95386236800044, -118.2919460489997)",9.12,316
Dec_2013,Dec-12,"90044
(33.95386236800044, -118.2919460489997)",8.4,376
Jan_2013,Jan-13,"90044
(33.95386236800044, -118.2919460489997)",8.41,380
Feb_2013,Feb-13,"90044
(33.95386236800044, -118.2919460489997)",7.8,304
Mar_2013,Mar-13,"90044
(33.95386236800044, -118.2919460489997)",8.91,324
Apr_2013,Apr-13,"90044
(33.95386236800044, -118.2919460489997)",9.78,286
May_2013,May-13,"90044
(33.95386236800044, -118.2919460489997)",10.52,297
Jun_2013,Jun-13,"90044
(33.95386236800044, -118.2919460489997)",10.97,300
Jul_2005,Jul-05,"90045
(33.961522614000444, -118.39344972199967)",41.01,414
Aug_2005,Aug-05,"90045
(33.961522614000444, -118.39344972199967)",39.94,435
Sep_2005,Sep-05,"90045
(33.961522614000444, -118.39344972199967)",37.67,418
Oct_2005,Oct-05,"90045
(33.961522614000444, -118.39344972199967)",34.72,420
Nov_2005,Nov-05,"90045
(33.961522614000444, -118.39344972199967)",31.64,418
Dec_2005,Dec-05,"90045
(33.961522614000444, -118.39344972199967)",30.9,483
Jan_2006,Jan-06,"90045
(33.961522614000444, -118.39344972199967)",29.52,480
Feb_2006,Feb-06,"90045
(33.961522614000444, -118.39344972199967)",26.42,413
Mar_2006,Mar-06,"90045
(33.961522614000444, -118.39344972199967)",28,452
Apr_2006,Apr-06,"90045
(33.961522614000444, -118.39344972199967)",28.62,413
May_2006,May-06,"90045
(33.961522614000444, -118.39344972199967)",32.29,434
Jun_2006,Jun-06,"90045
(33.961522614000444, -118.39344972199967)",37.1,445
Jul_2006,Jul-06,"90045
(33.961522614000444, -118.39344972199967)",38.24,473
Aug_2006,Aug-06,"90045
(33.961522614000444, -118.39344972199967)",39.71,469
Sep_2006,Sep-06,"90045
(33.961522614000444, -118.39344972199967)",38.34,449
Oct_2006,Oct-06,"90045
(33.961522614000444, -118.39344972199967)",36.26,446
Nov_2006,Nov-06,"90045
(33.961522614000444, -118.39344972199967)",33.56,446
Dec_2006,Dec-06,"90045
(33.961522614000444, -118.39344972199967)",31.15,530
Jan_2007,Jan-07,"90045
(33.961522614000444, -118.39344972199967)",30.19,523
Feb_2007,Feb-07,"90045
(33.961522614000444, -118.39344972199967)",28.36,431
Mar_2007,Mar-07,"90045
(33.961522614000444, -118.39344972199967)",33.58,471
Apr_2007,Apr-07,"90045
(33.961522614000444, -118.39344972199967)",34.9,428
May_2007,May-07,"90045
(33.961522614000444, -118.39344972199967)",37.3,442
Jun_2007,Jun-07,"90045
(33.961522614000444, -118.39344972199967)",38.57,423
Jul_2007,Jul-07,"90045
(33.961522614000444, -118.39344972199967)",40.04,448
Aug_2007,Aug-07,"90045
(33.961522614000444, -118.39344972199967)",40.66,494
Sep_2007,Sep-07,"90045
(33.961522614000444, -118.39344972199967)",38.41,467
Oct_2007,Oct-07,"90045
(33.961522614000444, -118.39344972199967)",35.37,452
Nov_2007,Nov-07,"90045
(33.961522614000444, -118.39344972199967)",32.39,450
Dec_2007,Dec-07,"90045
(33.961522614000444, -118.39344972199967)",27.3,542
Jan_2008,Jan-08,"90045
(33.961522614000444, -118.39344972199967)",26.35,535
Feb_2008,Feb-08,"90045
(33.961522614000444, -118.39344972199967)",24.24,461
Mar_2008,Mar-08,"90045
(33.961522614000444, -118.39344972199967)",28.11,484
Apr_2008,Apr-08,"90045
(33.961522614000444, -118.39344972199967)",31.73,419
May_2008,May-08,"90045
(33.961522614000444, -118.39344972199967)",32.99,439
Jun_2008,Jun-08,"90045
(33.961522614000444, -118.39344972199967)",33.14,447
Jul_2008,Jul-08,"90045
(33.961522614000444, -118.39344972199967)",39.44,454
Aug_2008,Aug-08,"90045
(33.961522614000444, -118.39344972199967)",39.05,468
Sep_2008,Sep-08,"90045
(33.961522614000444, -118.39344972199967)",37.34,451
Oct_2008,Oct-08,"90045
(33.961522614000444, -118.39344972199967)",35.81,460
Nov_2008,Nov-08,"90045
(33.961522614000444, -118.39344972199967)",32.31,454
Dec_2008,Dec-08,"90045
(33.961522614000444, -118.39344972199967)",26.71,508
Jan_2009,Jan-09,"90045
(33.961522614000444, -118.39344972199967)",25.84,504
Feb_2009,Feb-09,"90045
(33.961522614000444, -118.39344972199967)",23.08,427
Mar_2009,Mar-09,"90045
(33.961522614000444, -118.39344972199967)",27.09,466
Apr_2009,Apr-09,"90045
(33.961522614000444, -118.39344972199967)",30.74,412
May_2009,May-09,"90045
(33.961522614000444, -118.39344972199967)",31.58,426
Jun_2009,Jun-09,"90045
(33.961522614000444, -118.39344972199967)",30.24,419
Jul_2009,Jul-09,"90045
(33.961522614000444, -118.39344972199967)",31.32,440
Aug_2009,Aug-09,"90045
(33.961522614000444, -118.39344972199967)",32.47,480
Sep_2009,Sep-09,"90045
(33.961522614000444, -118.39344972199967)",31.09,459
Oct_2009,Oct-09,"90045
(33.961522614000444, -118.39344972199967)",29.52,447
Nov_2009,Nov-09,"90045
(33.961522614000444, -118.39344972199967)",26.5,443
Dec_2009,Dec-09,"90045
(33.961522614000444, -118.39344972199967)",24.73,518
Jan_2010,Jan-10,"90045
(33.961522614000444, -118.39344972199967)",23.91,510
Feb_2010,Feb-10,"90045
(33.961522614000444, -118.39344972199967)",22.21,407
Mar_2010,Mar-10,"90045
(33.961522614000444, -118.39344972199967)",24.52,446
Apr_2010,Apr-10,"90045
(33.961522614000444, -118.39344972199967)",25.99,403
May_2010,May-10,"90045
(33.961522614000444, -118.39344972199967)",27.86,418
Jun_2010,Jun-10,"90045
(33.961522614000444, -118.39344972199967)",29.59,408
Jul_2010,Jul-10,"90045
(33.961522614000444, -118.39344972199967)",33,416
Aug_2010,Aug-10,"90045
(33.961522614000444, -118.39344972199967)",34.51,419
Sep_2010,Sep-10,"90045
(33.961522614000444, -118.39344972199967)",32.12,414
Oct_2010,Oct-10,"90045
(33.961522614000444, -118.39344972199967)",28.6,459
Nov_2010,Nov-10,"90045
(33.961522614000444, -118.39344972199967)",26.21,451
Dec_2010,Dec-10,"90045
(33.961522614000444, -118.39344972199967)",24.49,500
Jan_2011,Jan-11,"90045
(33.961522614000444, -118.39344972199967)",24.42,495
Feb_2011,Feb-11,"90045
(33.961522614000444, -118.39344972199967)",23.18,421
Mar_2011,Mar-11,"90045
(33.961522614000444, -118.39344972199967)",25.23,460
Apr_2011,Apr-11,"90045
(33.961522614000444, -118.39344972199967)",28.25,405
May_2011,May-11,"90045
(33.961522614000444, -118.39344972199967)",31.45,419
Jun_2011,Jun-11,"90045
(33.961522614000444, -118.39344972199967)",33.4,407
Jul_2011,Jul-11,"90045
(33.961522614000444, -118.39344972199967)",34.39,419
Aug_2011,Aug-11,"90045
(33.961522614000444, -118.39344972199967)",33.67,430
Sep_2011,Sep-11,"90045
(33.961522614000444, -118.39344972199967)",31.62,421
Oct_2011,Oct-11,"90045
(33.961522614000444, -118.39344972199967)",29.68,444
Nov_2011,Nov-11,"90045
(33.961522614000444, -118.39344972199967)",26.59,437
Dec_2011,Dec-11,"90045
(33.961522614000444, -118.39344972199967)",26.32,503
Jan_2012,Jan-12,"90045
(33.961522614000444, -118.39344972199967)",25.33,500
Feb_2012,Feb-12,"90045
(33.961522614000444, -118.39344972199967)",25.21,437
Mar_2012,Mar-12,"90045
(33.961522614000444, -118.39344972199967)",27.34,459
Apr_2012,Apr-12,"90045
(33.961522614000444, -118.39344972199967)",26.66,406
May_2012,May-12,"90045
(33.961522614000444, -118.39344972199967)",30.78,417
Jun_2012,Jun-12,"90045
(33.961522614000444, -118.39344972199967)",32.6,398
Jul_2012,Jul-12,"90045
(33.961522614000444, -118.39344972199967)",14.43,424
Aug_2012,Aug-12,"90045
(33.961522614000444, -118.39344972199967)",14.54,479
Sep_2012,Sep-12,"90045
(33.961522614000444, -118.39344972199967)",13.58,456
Oct_2012,Oct-12,"90045
(33.961522614000444, -118.39344972199967)",12.4,444
Nov_2012,Nov-12,"90045
(33.961522614000444, -118.39344972199967)",11.48,438
Dec_2013,Dec-12,"90045
(33.961522614000444, -118.39344972199967)",8.73,511
Jan_2013,Jan-13,"90045
(33.961522614000444, -118.39344972199967)",8.76,502
Feb_2013,Feb-13,"90045
(33.961522614000444, -118.39344972199967)",8.84,402
Mar_2013,Mar-13,"90045
(33.961522614000444, -118.39344972199967)",10.23,439
Apr_2013,Apr-13,"90045
(33.961522614000444, -118.39344972199967)",12.25,393
May_2013,May-13,"90045
(33.961522614000444, -118.39344972199967)",13.06,410
Jun_2013,Jun-13,"90045
(33.961522614000444, -118.39344972199967)",14.02,408
Jul_2005,Jul-05,"90046
(34.097151960000474, -118.35826821299969)",35.97,556
Aug_2005,Aug-05,"90046
(34.097151960000474, -118.35826821299969)",37.45,593
Sep_2005,Sep-05,"90046
(34.097151960000474, -118.35826821299969)",35.61,562
Oct_2005,Oct-05,"90046
(34.097151960000474, -118.35826821299969)",32.44,523
Nov_2005,Nov-05,"90046
(34.097151960000474, -118.35826821299969)",30.73,510
Dec_2005,Dec-05,"90046
(34.097151960000474, -118.35826821299969)",29.85,543
Jan_2006,Jan-06,"90046
(34.097151960000474, -118.35826821299969)",29.75,543
Feb_2006,Feb-06,"90046
(34.097151960000474, -118.35826821299969)",26.34,497
Mar_2006,Mar-06,"90046
(34.097151960000474, -118.35826821299969)",28.39,546
Apr_2006,Apr-06,"90046
(34.097151960000474, -118.35826821299969)",27.38,479
May_2006,May-06,"90046
(34.097151960000474, -118.35826821299969)",30.04,519
Jun_2006,Jun-06,"90046
(34.097151960000474, -118.35826821299969)",34.8,682
Jul_2006,Jul-06,"90046
(34.097151960000474, -118.35826821299969)",36.55,701
Aug_2006,Aug-06,"90046
(34.097151960000474, -118.35826821299969)",38.48,657
Sep_2006,Sep-06,"90046
(34.097151960000474, -118.35826821299969)",36.59,615
Oct_2006,Oct-06,"90046
(34.097151960000474, -118.35826821299969)",34.49,528
Nov_2006,Nov-06,"90046
(34.097151960000474, -118.35826821299969)",32.89,517
Dec_2006,Dec-06,"90046
(34.097151960000474, -118.35826821299969)",31.09,589
Jan_2007,Jan-07,"90046
(34.097151960000474, -118.35826821299969)",31.17,584
Feb_2007,Feb-07,"90046
(34.097151960000474, -118.35826821299969)",27.43,484
Mar_2007,Mar-07,"90046
(34.097151960000474, -118.35826821299969)",30.82,531
Apr_2007,Apr-07,"90046
(34.097151960000474, -118.35826821299969)",31.89,481
May_2007,May-07,"90046
(34.097151960000474, -118.35826821299969)",33.74,508
Jun_2007,Jun-07,"90046
(34.097151960000474, -118.35826821299969)",35.62,565
Jul_2007,Jul-07,"90046
(34.097151960000474, -118.35826821299969)",36.47,599
Aug_2007,Aug-07,"90046
(34.097151960000474, -118.35826821299969)",37.12,686
Sep_2007,Sep-07,"90046
(34.097151960000474, -118.35826821299969)",35.12,635
Oct_2007,Oct-07,"90046
(34.097151960000474, -118.35826821299969)",33.3,532
Nov_2007,Nov-07,"90046
(34.097151960000474, -118.35826821299969)",31.33,520
Dec_2007,Dec-07,"90046
(34.097151960000474, -118.35826821299969)",27.54,593
Jan_2008,Jan-08,"90046
(34.097151960000474, -118.35826821299969)",27.7,590
Feb_2008,Feb-08,"90046
(34.097151960000474, -118.35826821299969)",25.33,505
