ID NUMBER,FISCAL YEAR,DEPARTMENT NAME,VENDOR NAME,TRANSACTION DATE,DOLLAR AMOUNT,AUTHORITY,BUSINESS TAX REGISTRATION CERTIFICATE,GOVERNMENT ACTIVITY,FUND GROUP NAME,FUND TYPE,FUND NAME,FUND,ACCOUNT NAME,ACCOUNT CODE,TRANSACTION ID,EXPENDITURE TYPE,SETTLEMENT/JUDGMENT,FISCAL MONTH NUMBER,FISCAL YEAR-MONTH,FISCAL YEAR-QUARTER,CALENDAR MONTH NUMBER,CALENDAR MONTH/YEAR,CALENDAR MONTH,DATA SOURCE,AUTHORITY NAME,AUTHORITY LINK,DEPARTMENT NUMBER,PROGRAM,VENDOR ID,ZIP,PAYMENT METHOD,PAYMENT STATUS,INV NUM,INVOICE DUE DATE,INVOICE DISCOUNT DUE DATE,INV DATE,INV LINE,INVOICE DISTRIBUTION LINE,PO NUM,DESCRIPTION,DETAILED ITEM DESCRIPTION,UNIT PRICE,UNIT OF MEASURE,QUANTITY,SALES TAX PERCENT,SALES TAX,DISCOUNT,RECEIVER ID,PO DATE,PO LINE NUMBER,PROCUREMENT ORGANIZATION,BUYER NAME,SUPPLIER CITY,SUPPLIER COUNTRY,BU NAME,SITE LOCATION,ITEM CODE,ITEM CODE NAME,CURRENCY,VALUE OF SPEND,VENDOR NUM
1547155,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$9663.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,1,2,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,2,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547155,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$9663.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,1,2,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,2,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
410587,2015,AGING,ONEGENERATION,07/08/2014,$9641.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,AD26150000001171,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020008,,,06/20/2014,1,1,GAE02CO14119601Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100002398 - ONEGENERATION
1547279,2015,AGING,CENTER FOR HEALTH CARE RIGHTS,10/14/2014,$9623.00,CO119231,0000709737,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,HEALTH INS COUNS ADV (HICAP),47Y,HICAP,02LD01,AD26150000022575,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,CENTER FOR HEALTH CARE RIGHTS,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119231,02,SENIOR SERVICES,100005036,90057,CHECK,PAID,GAX021547Y020004,,,10/09/2014,1,3,GAE02CO15119231Y,HICAP,,,,,,,,,,3,,,,,,,,,,,100005036 - CENTER FOR HEALTH CARE RIGHTS
1547279,2015,AGING,CENTER FOR HEALTH CARE RIGHTS,10/14/2014,$9623.00,CO119231,0000709737,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,HEALTH INS COUNS ADV (HICAP),47Y,HICAP,02LD01,AD26150000022575,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,CENTER FOR HEALTH CARE RIGHTS,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119231,02,SENIOR SERVICES,100005036,90057,CHECK,PAID,GAX021547Y020004,,,10/09/2014,1,3,GAE02CO15119231Y,HICAP,,,,,,,,,,3,,,,,,,,,,,100005036 - CENTER FOR HEALTH CARE RIGHTS
1547089,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/16/2014,$9581.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,EFT26150000002706,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020058,,,09/26/2014,1,1,GAE02CO15119666Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547089,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/16/2014,$9581.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,EFT26150000002706,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020058,,,09/26/2014,1,1,GAE02CO15119666Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547308,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/27/2014,$9525.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR CITYRIDE PROGRAM FUND,599,CITYRIDE PROGRAM,02L220,EFT26150000002821,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215599020035,,,09/25/2014,1,1,GAE02CO15119600Y,CITYRIDE PROGRAM,,,,,,,,,,8,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547308,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/27/2014,$9525.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR CITYRIDE PROGRAM FUND,599,CITYRIDE PROGRAM,02L220,EFT26150000002821,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215599020035,,,09/25/2014,1,1,GAE02CO15119600Y,CITYRIDE PROGRAM,,,,,,,,,,8,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547138,2015,AGING,ONEGENERATION,10/20/2014,$9525.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,AD26150000023505,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020061,,,09/18/2014,2,7,GAE02CO14119601Y,CONGREGATE MEALS III C1,,,,,,,,,,15,,,,,,,,,,,100002398 - ONEGENERATION
1547138,2015,AGING,ONEGENERATION,10/20/2014,$9525.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,AD26150000023505,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020061,,,09/18/2014,2,7,GAE02CO14119601Y,CONGREGATE MEALS III C1,,,,,,,,,,15,,,,,,,,,,,100002398 - ONEGENERATION
421345,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,08/25/2014,$9510.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02KAA4,EFT26150000001342,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020027,,,07/28/2014,1,4,GAE02CO14119600Y,HOME DELIVERED MEALS III C2,,,,,,,,,,4,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
410635,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,07/09/2014,$9507.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS FOR SENIORS,02KQ04,AD26150000001407,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020007,,,06/13/2014,1,3,GAE02CO14119338Y,HOME DELIVERED MEALS FOR SENIORS,,,,,,,,,,12,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
421389,2015,AGING,WISE AND HEALTHY AGING,08/21/2014,$9494.00,CO119339,0000476416,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,TITLE VII OLDER AMERICANS ACT,564,OMBUDSMAN VII A PROGRAM FOR SENIORS,02KQB1,AD26150000011014,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,WISE & HEALTHY AGING,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119339,02,SENIOR SERVICES,100004988,90401,CHECK,PAID,GAX0215564020002,,,08/04/2014,1,2,GAE02CO14119339Y,OMBUDSMAN VII A PROGRAM FOR SENIORS,,,,,,,,,,4,,,,,,,,,,,100004988 - WISE AND HEALTHY AGING
421375,2015,AGING,SINGLE ROOM OCCUPANCY HOUSING CORP,08/20/2014,$9380.00,CO119598,0000542016,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR CITYRIDE PROGRAM FUND,599,CITYRIDE PROGRAM,02K220,EFT26150000001306,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119598,02,SENIOR SERVICES,100006229,90017,EFT,PAID,GAX0215599020010,,,07/23/2014,1,1,GAE02CO14119598Y,CITYRIDE PROGRAM,,,,,,,,,,1,,,,,,,,,,,100006229 - SINGLE ROOM OCCUPANCY HOUSING CORP
434195,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,09/25/2014,$9365.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS FOR SENIORS,02KQ04,AD26150000019131,CONTRIBUTIONS TO OTHER AGENCIES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020032,,,08/04/2014,1,1,GAE02CO14119333Y,HOME DELIVERED MEALS FOR SENIORS,,,,,,,,,,7,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547227,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$9335.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,2,GAE02CO14119600Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547227,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$9335.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,2,GAE02CO14119600Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547261,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$9324.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000021450,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020038,,,09/12/2014,1,6,GAE02CO15119338Y,HOME DELIVERED MEALS III C2,,,,,,,,,,14,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547261,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$9324.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000021450,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020038,,,09/12/2014,1,6,GAE02CO15119338Y,HOME DELIVERED MEALS III C2,,,,,,,,,,14,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547266,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$9323.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000021451,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020042,,,09/12/2014,1,5,GAE02CO15119338Y,HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547266,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$9323.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000021451,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020042,,,09/12/2014,1,5,GAE02CO15119338Y,HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547111,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,10/20/2014,$9292.00,CO119669,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000023515,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119669,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020056,,,09/19/2014,1,1,GAE02CO15119669Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
1547111,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,10/20/2014,$9292.00,CO119669,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000023515,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119669,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020056,,,09/19/2014,1,1,GAE02CO15119669Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
410580,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,07/08/2014,$9113.00,CO119668,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,AD26150000001176,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119668,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020002,,,06/11/2014,1,1,GAE02CO14119668Y,SOCIAL SERVICES III B,,,,,,,,,,2,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
1547108,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,10/10/2014,$9089.00,CO119668,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000022230,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119668,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020040,,,09/18/2014,1,3,GAE02CO15119668Y,HOME DELIVERED MEALS III C2,,,,,,,,,,3,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
1547108,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,10/10/2014,$9089.00,CO119668,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,HOME DELIVERED MEALS III C2,02LA04,AD26150000022230,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119668,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020040,,,09/18/2014,1,3,GAE02CO15119668Y,HOME DELIVERED MEALS III C2,,,,,,,,,,3,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
1547154,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$9051.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,1,1,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547154,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,10/09/2014,$9051.00,CO119333,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02LA01,AD26150000021925,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119333,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX0215395020049,,,09/17/2014,1,1,GAE02CO15119333Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
410597,2015,AGING,PEOPLE COORDINATED SERVICES OF SOUTHERN CALIFORNIA INC,07/31/2014,$9037.00,CO119596,0000172776,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,AD26150000006408,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,PEOPLE COORDINATED SERVICES OF SOUTHERN CALIFORNORIA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119596,02,SENIOR SERVICES,100000276,90006,CHECK,PAID,GAX0215395020013,,,06/24/2014,1,1,GAE02CO14119596Y,SOCIAL SERVICES III B,,,,,,,,,,2,,,,,,,,,,,100000276 - PEOPLE COORDINATED SERVICES OF SOUTHERN CALIFORNIA INC
421300,2015,AGING,JEWISH FAMILY SERVICE OF LOS ANGELES,08/19/2014,$9012.00,CO119668,0000438283,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,AD26150000010327,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,JEWISH FAMILY SERVICE OF LOS ANGELES,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119668,02,SENIOR SERVICES,100004055,90010,CHECK,PAID,GAX0215395020022,,,07/15/2014,1,1,GAE02CO14119668Y,SOCIAL SERVICES III B,,,,,,,,,,2,,,,,,,,,,,100004055 - JEWISH FAMILY SERVICE OF LOS ANGELES
